Institution Name Primary,Identification Number Primary,Type,Event Date,Event Type,Institution Name (Secondary),Identification Number (Secondary)
Key Bank,8000246,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
Key Bank,8000246,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
Key Bank,8000246,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
Key Bank,8000246,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
Key Bank,8000246,Former Bank/Trust Company,19910601,Merge To Federal,"Key Bank of Eastern New York, N.A.",170007
Key Bank,8000246,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
Key Bank,8000246,Former Bank/Trust Company,19831216,Merge To Federal,"Key Bank of Western New York, N.A.",8500140
Key Bank,8000246,Former Bank/Trust Company,19830401,Name Change To,Key Bank,
Key Bank,8000246,Former Bank/Trust Company,19761029,Acquire By Merger,Bankers Trust Company of Rochester,8000198
Key Bank,8000246,Former Bank/Trust Company,19730101,Name Change To,Bankers Trust Company of Western New York,
Key Bank,8000246,Former Bank/Trust Company,19710101,Name Change To,Bankers Trust of Jamestown,
Key Bank,8000246,Former Bank/Trust Company,19630101,Acquire By Merger,Clymer State Bank,8000083
Key Bank,8000246,Former Bank/Trust Company,19310701,Acquire By Merger,Farmers and Mechanics Bank (Jamestown),8000477
Key Bank,8000246,Former Bank/Trust Company,19310701,Acquire By Merger,American National Bank of Jamestown,8500249
Key Bank,8000246,Former Bank/Trust Company,19030000,Established,Bank of Jamestown,
"Key Bank, N.A.",170007,Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
"Key Bank, N.A.",170007,Trust Company,19930826,Merge To State,NSA Bank,114041
"Key Bank, N.A.",170007,Trust Company,19930826,Name Change To,Key Bank of New York,
"Key Bank, N.A.",170007,Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
"Key Bank, N.A.",170007,Trust Company,19910601,Acquire By Merger,"Key Bank of Central New York, N.A.",8000223
"Key Bank, N.A.",170007,Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
"Key Bank, N.A.",170007,Trust Company,19910601,Acquire By Merger,"Key Bank of Western New York, N.A.",8500140
"Key Bank, N.A.",170007,Trust Company,19891101,Acquire By Merger,"Key Bank of Southeastern New York, N.A.",8500039
"Key Bank, N.A.",170007,Trust Company,19891101,Name Change To,"Key Bank of Eastern New York, N.A.",
"Key Bank, N.A.",170007,Trust Company,19800101,Name Change To,"Key Bank, N.A.",
"Key Bank, N.A.",170007,Trust Company,19650601,Acquire By Merger,Citizens' Trust Company of Schenectady,8000209
"Key Bank, N.A.",170007,Trust Company,19640131,Acquire By Merger,Bank of Worcester,8000509
"Key Bank, N.A.",170007,Trust Company,19630401,Name Change To,National Commercial Bank and Trust Company,
"Key Bank, N.A.",170007,Trust Company,19621201,Acquire By Merger,Trust Company of Fulton County,8000109
"Key Bank, N.A.",170007,Trust Company,19571201,Acquire By Merger,Bank of Waterford,8000232
"Key Bank, N.A.",170007,Trust Company,19560501,Acquire By Merger,State Bank of Ellenburg,8000101
"Key Bank, N.A.",170007,Trust Company,19560501,Acquire By Merger,Second National Bank of Cooperstown,8500042
"Key Bank, N.A.",170007,Trust Company,19520801,Acquire By Merger,Hudson River Trust Company,8000127
"Key Bank, N.A.",170007,Trust Company,19471201,Acquire By Merger,Rensselaer County Bank and Trust Company,8000194
"Key Bank, N.A.",170007,Trust Company,18650000,Convert Federal,Natl Commercial Bank & Trust Company of Albany,
"Key Bank, N.A.",170007,Trust Company,18250000,Established,Commercial Bank of Albany,
"Key Bank, National Association",5801003,Trust Company,20080118,Acquire By Merger,Union State Bank,121005
"Key Bank, National Association",5801003,Trust Company,20080118,Name Change To,"Key Bank, National Association",
"Key Bank, National Association",5801003,Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
"Key Bank, National Association",5801003,Trust Company,19950905,Acquire By Merger,Key Bank USA National Association,1170011
"Key Bank, National Association",5801003,Trust Company,19930826,Name Change To,Key Bank of New York,
"Key Bank, National Association",5801003,Trust Company,19930826,Formed/Merger of,Key Bank of New York (6/92-8/93),170007
"Key Bank, National Association",5801003,Trust Company,19930826,Formed/Merger of,National Savings Bank of Albany,214002
"Key Bank, National Association",5801003,Trust Company,19930826,Purchased Assets,First American Bank of New York,106043
"Key Bank, National Association",5801003,Trust Company,19930226,NYS Chartered,NSA Bank,
Key Bank of Central New York,8000223,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
Key Bank of Central New York,8000223,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
Key Bank of Central New York,8000223,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
Key Bank of Central New York,8000223,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
Key Bank of Central New York,8000223,Former Bank/Trust Company,19910601,Merge To Federal,"Key Bank of Eastern New York, N.A.",170007
Key Bank of Central New York,8000223,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
Key Bank of Central New York,8000223,Former Bank/Trust Company,19880101,Convert Federal,"Key Bank of Central N.Y., N.A.",8500171
Key Bank of Central New York,8000223,Former Bank/Trust Company,19880101,Acquire By Merger,"Key Bank of Northern New York, N.A.",8500133
Key Bank of Central New York,8000223,Former Bank/Trust Company,19800627,Acquire By Merger,Homer National Bank,8500076
Key Bank of Central New York,8000223,Former Bank/Trust Company,19790330,Acquire By Merger,Genesee Valley Natl Bank & Trust Co of Geneseo,8500062
Key Bank of Central New York,8000223,Former Bank/Trust Company,19790330,Name Change To,Key Bank of Central New York,
Key Bank of Central New York,8000223,Former Bank/Trust Company,19590101,Acquire By Merger,Ruyter State Bank,8000091
Key Bank of Central New York,8000223,Former Bank/Trust Company,19580201,Acquire By Merger,National Bank and Trust Company of Skaneateles,8500124
Key Bank of Central New York,8000223,Former Bank/Trust Company,19570401,Acquire By Merger,"First National Bank of Morrisville, The",8500093
Key Bank of Central New York,8000223,Former Bank/Trust Company,19570201,Acquire By Merger,Cazenovia National Bank,8500036
Key Bank of Central New York,8000223,Former Bank/Trust Company,19560301,Acquire By Merger,"First National Bank of Weedsport, The",8500137
Key Bank of Central New York,8000223,Former Bank/Trust Company,19560201,Acquire By Merger,"First National Bank of Marcellus, The",8500086
Key Bank of Central New York,8000223,Former Bank/Trust Company,19560201,Acquire By Merger,Bank of East Syracuse,8000097
Key Bank of Central New York,8000223,Former Bank/Trust Company,19400406,Acquire By Merger,Baldwinsville State Bank,8000486
Key Bank of Central New York,8000223,Former Bank/Trust Company,19291201,Acquire By Merger,City Bank Trust Company,8000464
Key Bank of Central New York,8000223,Former Bank/Trust Company,19290401,Acquire By Merger,Liberty National Bank & Trust Co. of Syracuse,8500237
Key Bank of Central New York,8000223,Former Bank/Trust Company,19290401,Acquire By Merger,Third National Bank of Syracuse,8500238
Key Bank of Central New York,8000223,Former Bank/Trust Company,19190401,Name Change To,First Trust and Deposit Company,
Key Bank of Central New York,8000223,Former Bank/Trust Company,18660000,Established,Trust and Deposit Company of Onondaga,
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19910601,Merge To Federal,"Key Bank of Eastern New York, N.A.",170007
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19880101,Convert Federal,"Key Bank of Central N.Y., N.A.",8500171
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19880101,Acquire By Merger,"Key Bank of Northern New York, N.A.",8500133
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19800627,Acquire By Merger,Homer National Bank,8500076
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19790330,Acquire By Merger,Genesee Valley Natl Bank & Trust Co of Geneseo,8500062
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19790330,Name Change To,Key Bank of Central New York,
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19590101,Acquire By Merger,Ruyter State Bank,8000091
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19580201,Acquire By Merger,National Bank and Trust Company of Skaneateles,8500124
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19570401,Acquire By Merger,"First National Bank of Morrisville, The",8500093
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19570201,Acquire By Merger,Cazenovia National Bank,8500036
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19560301,Acquire By Merger,"First National Bank of Weedsport, The",8500137
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19560201,Acquire By Merger,Bank of East Syracuse,8000097
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19560201,Acquire By Merger,"First National Bank of Marcellus, The",8500086
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19400406,Acquire By Merger,Baldwinsville State Bank,8000486
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19291201,Acquire By Merger,City Bank Trust Company,8000464
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19290401,Acquire By Merger,Third National Bank of Syracuse,8500238
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19290401,Acquire By Merger,Liberty National Bank & Trust Co. of Syracuse,8500237
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,19190401,Name Change To,First Trust and Deposit Company,
"Key Bank of Central N.Y., N.A.",8000223,Former Bank/Trust Company,18660000,Established,Trust and Deposit Company of Onondaga,
"Key Bank of Eastern New York, NA",170007,Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
"Key Bank of Eastern New York, NA",170007,Trust Company,19930826,Merge To State,NSA Bank,114041
"Key Bank of Eastern New York, NA",170007,Trust Company,19930826,Name Change To,Key Bank of New York,
"Key Bank of Eastern New York, NA",170007,Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
"Key Bank of Eastern New York, NA",170007,Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
"Key Bank of Eastern New York, NA",170007,Trust Company,19910601,Acquire By Merger,"Key Bank of Central New York, N.A.",8000223
"Key Bank of Eastern New York, NA",170007,Trust Company,19910601,Acquire By Merger,"Key Bank of Western New York, N.A.",8500140
"Key Bank of Eastern New York, NA",170007,Trust Company,19891101,Name Change To,"Key Bank of Eastern New York, N.A.",
"Key Bank of Eastern New York, NA",170007,Trust Company,19891101,Acquire By Merger,"Key Bank of Southeastern New York, N.A.",8500039
"Key Bank of Eastern New York, NA",170007,Trust Company,19800101,Name Change To,"Key Bank, N.A.",
"Key Bank of Eastern New York, NA",170007,Trust Company,19650601,Acquire By Merger,Citizens' Trust Company of Schenectady,8000209
"Key Bank of Eastern New York, NA",170007,Trust Company,19640131,Acquire By Merger,Bank of Worcester,8000509
"Key Bank of Eastern New York, NA",170007,Trust Company,19630401,Name Change To,National Commercial Bank and Trust Company,
"Key Bank of Eastern New York, NA",170007,Trust Company,19621201,Acquire By Merger,Trust Company of Fulton County,8000109
"Key Bank of Eastern New York, NA",170007,Trust Company,19571201,Acquire By Merger,Bank of Waterford,8000232
"Key Bank of Eastern New York, NA",170007,Trust Company,19560501,Acquire By Merger,Second National Bank of Cooperstown,8500042
"Key Bank of Eastern New York, NA",170007,Trust Company,19560501,Acquire By Merger,State Bank of Ellenburg,8000101
"Key Bank of Eastern New York, NA",170007,Trust Company,19520801,Acquire By Merger,Hudson River Trust Company,8000127
"Key Bank of Eastern New York, NA",170007,Trust Company,19471201,Acquire By Merger,Rensselaer County Bank and Trust Company,8000194
"Key Bank of Eastern New York, NA",170007,Trust Company,18650000,Convert Federal,Natl Commercial Bank & Trust Company of Albany,
"Key Bank of Eastern New York, NA",170007,Trust Company,18250000,Established,Commercial Bank of Albany,
Key Bank of Long Island,8000207,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
Key Bank of Long Island,8000207,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
Key Bank of Long Island,8000207,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
Key Bank of Long Island,8000207,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
Key Bank of Long Island,8000207,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
Key Bank of Long Island,8000207,Former Bank/Trust Company,19891101,Merge To Federal,Key Bank N.A.,170007
Key Bank of Long Island,8000207,Former Bank/Trust Company,19891101,Name Change To,"Key Bank of Eastern New York, N.A.",
Key Bank of Long Island,8000207,Former Bank/Trust Company,19881001,Merge To Federal,"Key Bank of Southeastern New York, N.A.",8500039
Key Bank of Long Island,8000207,Former Bank/Trust Company,19820901,Company Sold To,Key Corp,1070013
Key Bank of Long Island,8000207,Former Bank/Trust Company,19820901,Name Change To,Key Bank of Long Island,
Key Bank of Long Island,8000207,Former Bank/Trust Company,19740930,Acquire By Merger,Sayville Bank and Trust Company,8000208
Key Bank of Long Island,8000207,Former Bank/Trust Company,19340414,Name Change To,Oystermen's Bank and Trust Company,
Key Bank of Long Island,8000207,Former Bank/Trust Company,19340414,Acquire By Merger,Oystermen's National Bank of Sayville,8500254
Key Bank of Long Island,8000207,Former Bank/Trust Company,19260000,Established,Community Trust Company,
Key Bank of New York,114041,Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
Key Bank of New York,114041,Trust Company,19950905,Acquire By Merger,Key Bank USA National Association,1170011
Key Bank of New York,114041,Trust Company,19930826,Purchased Assets,First American Bank of New York,106043
